epoch,step,train_loss,val_loss,lr,tokens_per_sec,elapsed_min
3,18300,0.527534,,8.323e-05,837.2,888.74
3,18350,0.593975,,8.271e-05,902.7,890.99
3,18400,0.670136,,8.219e-05,924.6,893.23
3,18450,0.588879,,8.167e-05,875.4,895.5
3,18500,0.619953,,8.115e-05,932.0,897.71
3,18550,0.778516,,8.063e-05,842.6,900.07
3,18600,0.638586,,8.011e-05,858.7,902.38
3,18650,0.589439,,7.959e-05,861.1,904.76
3,18700,0.830964,,7.907e-05,852.7,907.15
3,18750,0.605936,,7.855e-05,809.4,909.59
3,18800,0.692154,,7.803e-05,866.0,911.92
3,18850,0.616998,,7.752e-05,899.5,914.12
3,18900,0.543737,,7.7e-05,880.0,916.44
4,18950,0.602067,,7.648e-05,843.1,918.85
4,19000,0.618398,,7.597e-05,825.3,921.24
4,19050,0.434695,,7.546e-05,866.8,923.53
4,19100,0.571737,,7.494e-05,863.4,925.84
4,19150,0.426518,,7.443e-05,881.5,928.11
4,19200,0.731902,,7.392e-05,875.0,930.4
4,19250,0.633831,,7.341e-05,907.7,932.69
4,19300,0.481333,,7.29e-05,830.4,935.08
4,19350,0.520581,,7.239e-05,878.4,937.38
4,19400,0.671887,,7.188e-05,866.2,939.68
4,19450,0.734989,,7.137e-05,863.1,942.03
4,19500,0.673958,,7.086e-05,875.6,944.32
4,19500,,0.593765,7.086e-05,875.6,951.06
4,19550,0.682782,,7.035e-05,867.8,953.41
4,19600,0.508072,,6.985e-05,830.4,955.78
4,19650,0.701449,,6.934e-05,866.5,958.06
4,19700,0.650974,,6.884e-05,851.2,960.37
4,19750,0.651257,,6.834e-05,874.7,962.6
4,19800,0.65394,,6.783e-05,890.4,964.87
4,19850,0.686538,,6.733e-05,905.2,967.11
4,19900,0.680023,,6.683e-05,898.7,969.35
4,19950,0.591171,,6.633e-05,957.0,971.55
4,20000,0.57243,,6.584e-05,936.8,973.71
4,20050,0.573022,,6.534e-05,882.3,975.97
4,20100,0.730417,,6.484e-05,889.7,978.21
4,20150,0.460058,,6.435e-05,906.4,980.41
4,20200,0.687215,,6.385e-05,882.5,982.67
4,20250,0.710126,,6.336e-05,889.5,984.9
4,20300,0.524974,,6.286e-05,874.8,987.19
4,20350,0.677593,,6.237e-05,874.3,989.46
4,20400,0.548447,,6.188e-05,887.3,991.72
4,20450,0.755337,,6.139e-05,945.0,993.87
4,20500,0.517881,,6.09e-05,894.0,996.12
4,20550,0.413608,,6.042e-05,904.0,998.35
4,20600,0.477342,,5.993e-05,893.0,1000.59
4,20650,0.453259,,5.945e-05,921.3,1002.79
4,20700,0.569997,,5.896e-05,937.6,1004.95
4,20750,0.607526,,5.848e-05,906.8,1007.21
4,20800,0.554269,,5.8e-05,870.2,1009.49
4,20850,0.50716,,5.752e-05,882.1,1011.77
4,20900,0.481403,,5.704e-05,883.7,1014.08
4,20950,0.654676,,5.656e-05,905.2,1016.32
4,21000,0.78568,,5.608e-05,903.4,1018.53
4,21000,,0.584262,5.608e-05,903.4,1024.93
4,21050,0.444371,,5.561e-05,901.9,1027.18
4,21100,0.585496,,5.513e-05,908.4,1029.37
4,21150,0.605994,,5.466e-05,909.1,1031.59
4,21200,0.562722,,5.419e-05,936.1,1033.77
4,21250,0.501692,,5.372e-05,878.3,1036.04
4,21300,0.490447,,5.325e-05,898.4,1038.27
4,21350,0.546199,,5.278e-05,860.5,1040.55
4,21400,0.703479,,5.232e-05,926.6,1042.75
4,21450,0.6049,,5.185e-05,982.4,1044.87
4,21500,0.743246,,5.139e-05,887.7,1047.16
4,21550,0.645525,,5.092e-05,876.6,1049.43
4,21600,0.509939,,5.046e-05,895.9,1051.65
4,21650,0.532324,,5e-05,881.9,1053.88
4,21700,0.688043,,4.954e-05,900.7,1056.13
4,21750,0.491163,,4.909e-05,884.8,1058.43
4,21800,0.484339,,4.863e-05,830.8,1060.77
4,21850,0.594752,,4.818e-05,863.8,1063.24
4,21900,0.644354,,4.773e-05,888.7,1065.48
4,21950,0.651433,,4.727e-05,888.7,1067.73
4,22000,0.548164,,4.683e-05,922.8,1069.92
4,22050,0.625859,,4.638e-05,931.6,1072.19
4,22100,0.630079,,4.593e-05,906.1,1074.46
4,22150,0.732112,,4.549e-05,904.8,1076.69
4,22200,0.603401,,4.504e-05,919.9,1078.95
4,22250,0.674986,,4.46e-05,878.2,1081.32
4,22300,0.650482,,4.416e-05,875.7,1083.58
4,22350,0.559011,,4.372e-05,865.6,1085.87
4,22400,0.485808,,4.328e-05,874.7,1088.16
4,22450,0.532689,,4.285e-05,892.1,1090.43
4,22500,0.623757,,4.241e-05,873.8,1092.73
4,22500,,0.585208,4.241e-05,873.8,1099.29
4,22550,0.454066,,4.198e-05,879.1,1101.64
4,22600,0.673019,,4.155e-05,888.0,1103.91
4,22650,0.602258,,4.112e-05,853.4,1106.26
4,22700,0.659674,,4.069e-05,841.5,1108.6
4,22750,0.724827,,4.027e-05,845.2,1111.02
4,22800,0.674912,,3.984e-05,877.1,1113.31
4,22850,0.647944,,3.942e-05,777.8,1115.9
4,22900,0.554107,,3.9e-05,714.7,1118.72
4,22950,0.384899,,3.858e-05,735.0,1121.67
4,23000,0.638901,,3.816e-05,681.1,1124.59
4,23050,0.572651,,3.775e-05,697.4,1127.5
4,23100,0.752732,,3.733e-05,671.1,1130.49
4,23150,0.527904,,3.692e-05,635.0,1133.6
4,23200,0.66938,,3.651e-05,621.3,1136.91
4,23250,0.717065,,3.61e-05,600.4,1140.19
4,23300,0.534169,,3.57e-05,553.1,1143.74
4,23350,0.660354,,3.529e-05,633.3,1146.84
4,23400,0.633398,,3.489e-05,618.5,1150.18
4,23450,0.533943,,3.449e-05,614.6,1153.5
